seed,step,return
3,1140000,858
3,1160000,907
3,1180000,889
3,1200000,901
3,1220000,890
3,1240000,901
3,1260000,890
3,1280000,873
3,1300000,891
3,1320000,906
3,1340000,886
3,1360000,896
3,1380000,920
3,1400000,889
3,1420000,914
3,1440000,870
3,1460000,875
3,1480000,921
3,1500000,907
3,1520000,920
3,1540000,930
3,1560000,926
3,1580000,879
3,1600000,931
3,1620000,905
3,1640000,865
3,1660000,910
3,1680000,925
3,1700000,927
3,1720000,926
3,1740000,906
3,1760000,929
3,1780000,927
3,1800000,908
3,1820000,900
3,1840000,910
3,1860000,926
3,1880000,904
3,1900000,918
3,1920000,920
3,1940000,883
3,1960000,915
3,1980000,918
3,2000000,905
3,2020000,914
3,2040000,935
3,2060000,943
3,2080000,935
3,2100000,943
3,2120000,902
3,2140000,918
3,2160000,929
3,2180000,903
3,2200000,936
3,2220000,918
3,2240000,915
3,2260000,924
3,2280000,927
3,2300000,927
3,2320000,914
3,2340000,938
3,2360000,914
3,2380000,945
3,2400000,929
3,2420000,919
3,2440000,926
3,2460000,939
3,2480000,900
3,2500000,933
3,2520000,939
3,2540000,930
3,2560000,934
3,2580000,933
3,2600000,944
3,2620000,930
3,2640000,932
3,2660000,942
3,2680000,936
3,2700000,936
3,2720000,947
3,2740000,926
3,2760000,941
3,2780000,942
3,2800000,936
3,2820000,942
3,2840000,925
3,2860000,934
3,2880000,950
3,2900000,923
3,2920000,941
3,2940000,927
3,2960000,936
3,2980000,931
3,3000000,939
3,3020000,950
3,3040000,938
3,3060000,943
3,3080000,945
3,3100000,948
3,3120000,930
3,3140000,940
3,3160000,941
3,3180000,937
3,3200000,933
3,3220000,948
3,3240000,931
3,3260000,947
3,3280000,936
3,3300000,938
3,3320000,939
3,3340000,930
3,3360000,937
3,3380000,932
3,3400000,939
3,3420000,940
3,3440000,936
3,3460000,939
3,3480000,931
3,3500000,942
3,3520000,950
3,3540000,932
3,3560000,937
3,3580000,938
3,3600000,946
3,3620000,950
3,3640000,927
3,3660000,942
3,3680000,949
3,3700000,934
3,3720000,935
3,3740000,942
3,3760000,944
3,3780000,935
3,3800000,935
3,3820000,940
3,3840000,939
3,3860000,910
3,3880000,949
3,3900000,939
3,3920000,936
3,3940000,936
3,3960000,949
3,3980000,946
3,4000000,938
3,4020000,939
3,4040000,940
3,4060000,955
3,4080000,947
3,4100000,941
3,4120000,938
3,4140000,946
3,4160000,930
3,4180000,939
3,4200000,941
3,4220000,940
3,4240000,926
3,4260000,946
3,4280000,942
3,4300000,935
3,4320000,940
3,4340000,945
3,4360000,945
3,4380000,945
3,4400000,949
3,4420000,945
3,4440000,936
3,4460000,934
3,4480000,935
3,4500000,938
3,4520000,941
3,4540000,943
3,4560000,949
3,4580000,937
3,4600000,946
3,4620000,944
3,4640000,938
3,4660000,939
3,4680000,939
3,4700000,939
3,4720000,944
3,4740000,939
3,4760000,933
3,4780000,919
3,4800000,932
3,4820000,943
3,4840000,945
3,4860000,931
3,4880000,944
3,4900000,930
3,4920000,929
3,4940000,941
3,4960000,942
3,4980000,936
3,5000000,938
4,0,6
4,20000,6
4,40000,8
4,60000,9
4,80000,10
4,100000,8
4,120000,18
4,140000,19
4,160000,30
4,180000,41
4,200000,34
4,220000,57
4,240000,73
4,260000,75
4,280000,80
4,300000,132
4,320000,122
4,340000,163
4,360000,225
4,380000,231
4,400000,263
4,420000,353
4,440000,406
4,460000,395
4,480000,457
4,500000,449
4,520000,512
4,540000,520
4,560000,482
4,580000,532
4,600000,546
4,620000,594
4,640000,583
4,660000,623
4,680000,679
4,700000,688
4,720000,698
4,740000,688
4,760000,658
4,780000,747
4,800000,785
4,820000,809
4,840000,765
4,860000,746
4,880000,810
4,900000,786
4,920000,821
4,940000,806
4,960000,839
4,980000,817
4,1000000,862
4,1020000,830
4,1040000,839
4,1060000,843
4,1080000,839
4,1100000,869
4,1120000,801
4,1140000,875
4,1160000,874
4,1180000,869
4,1200000,846
4,1220000,893
4,1240000,874
4,1260000,898
4,1280000,844
4,1300000,882
4,1320000,868
4,1340000,873
4,1360000,877
4,1380000,900
4,1400000,878
4,1420000,874
4,1440000,901
4,1460000,880
4,1480000,887
4,1500000,850
4,1520000,907
4,1540000,872
4,1560000,884
4,1580000,877
4,1600000,896
4,1620000,880
4,1640000,873
4,1660000,914
4,1680000,887
4,1700000,887
4,1720000,915
4,1740000,897
4,1760000,916
4,1780000,910
4,1800000,897
4,1820000,908
4,1840000,912
4,1860000,899
4,1880000,908
4,1900000,904
4,1920000,919
4,1940000,915
4,1960000,935
4,1980000,934
4,2000000,911
4,2020000,924
4,2040000,939
4,2060000,927
4,2080000,935
4,2100000,932
4,2120000,919
4,2140000,928
4,2160000,898
4,2180000,916
4,2200000,909
4,2220000,929
4,2240000,931
4,2260000,922
4,2280000,925
4,2300000,936
4,2320000,923
4,2340000,942
4,2360000,931
4,2380000,915
4,2400000,944
4,2420000,936
4,2440000,933
4,2460000,936
4,2480000,938
4,2500000,932
4,2520000,930
4,2540000,927
4,2560000,926
4,2580000,928
4,2600000,928
4,2620000,939
4,2640000,940
4,2660000,927
4,2680000,936
4,2700000,933
4,2720000,925
4,2740000,929
4,2760000,923
4,2780000,938
4,2800000,940
4,2820000,925
4,2840000,905
4,2860000,937
4,2880000,906
4,2900000,929
4,2920000,930
4,2940000,913
4,2960000,934
4,2980000,937
4,3000000,930
4,3020000,936
4,3040000,935
4,3060000,935
4,3080000,945
4,3100000,937
4,3120000,943
4,3140000,924
4,3160000,941
4,3180000,928
4,3200000,944
4,3220000,923
4,3240000,938
4,3260000,931
4,3280000,937
4,3300000,910
4,3320000,939
4,3340000,935
4,3360000,940
4,3380000,939
4,3400000,941
4,3420000,927
4,3440000,937
4,3460000,931
4,3480000,939
4,3500000,943
4,3520000,920
4,3540000,935
4,3560000,929
4,3580000,942
4,3600000,932
4,3620000,942
4,3640000,937
4,3660000,942
4,3680000,927
4,3700000,921
4,3720000,933
4,3740000,937
4,3760000,929
4,3780000,935
4,3800000,939
4,3820000,935
4,3840000,915
4,3860000,930
4,3880000,943
4,3900000,940
4,3920000,935
4,3940000,936
4,3960000,940
4,3980000,922
4,4000000,941
4,4020000,926
4,4040000,944
4,4060000,948
4,4080000,937
4,4100000,943
4,4120000,939
4,4140000,941
4,4160000,926
4,4180000,930
4,4200000,937
4,4220000,939
4,4240000,946
4,4260000,943
4,4280000,937
4,4300000,942
4,4320000,944
4,4340000,932
4,4360000,946
4,4380000,938
4,4400000,938
4,4420000,941
4,4440000,949
4,4460000,930
4,4480000,926
4,4500000,933
4,4520000,945
4,4540000,948
4,4560000,924
4,4580000,945
4,4600000,929
4,4620000,931
4,4640000,929
4,4660000,948
4,4680000,936
4,4700000,928
4,4720000,945
4,4740000,947
4,4760000,933
4,4780000,927
4,4800000,938
4,4820000,934
4,4840000,910
4,4860000,941
4,4880000,926
4,4900000,931
4,4920000,926
4,4940000,933
4,4960000,916
4,4980000,915
4,5000000,942
5,0,8
5,20000,13
5,40000,8
5,60000,25
5,80000,14
5,100000,10
5,120000,21
5,140000,30
5,160000,56
5,180000,82
5,200000,107
5,220000,128
5,240000,145
5,260000,188
5,280000,185
5,300000,233
5,320000,248
5,340000,239
5,360000,292
5,380000,281
5,400000,340
5,420000,380
5,440000,417
5,460000,446
5,480000,473
5,500000,474
5,520000,464
5,540000,505
5,560000,491
5,580000,581
5,600000,543
5,620000,579
5,640000,614
5,660000,648
5,680000,752
5,700000,711
5,720000,721
5,740000,755
5,760000,780
5,780000,751
5,800000,795
5,820000,824
5,840000,780
5,860000,804
5,880000,853
5,900000,859
5,920000,866
5,940000,851
5,960000,860
5,980000,872
5,1000000,874
5,1020000,879
5,1040000,869
5,1060000,806
5,1080000,873
5,1100000,882
5,1120000,894
5,1140000,885
5,1160000,890
5,1180000,913
5,1200000,908
5,1220000,891
5,1240000,903
5,1260000,914
5,1280000,901
5,1300000,896
5,1320000,906
5,1340000,914
5,1360000,915
5,1380000,897
5,1400000,924
5,1420000,897
5,1440000,917
5,1460000,901
5,1480000,896
5,1500000,918
5,1520000,914
5,1540000,902
5,1560000,920
5,1580000,922
5,1600000,912
5,1620000,921
5,1640000,943
5,1660000,918
5,1680000,921
5,1700000,938
5,1720000,918
5,1740000,920
5,1760000,910
5,1780000,934
5,1800000,935
5,1820000,903
5,1840000,922
5,1860000,928
5,1880000,922
5,1900000,918
5,1920000,924
5,1940000,931
5,1960000,937
5,1980000,929
5,2000000,919
5,2020000,922
5,2040000,926
5,2060000,939
5,2080000,927
5,2100000,915
5,2120000,933
5,2140000,907
5,2160000,916
5,2180000,912
5,2200000,915
5,2220000,925
5,2240000,927
5,2260000,922
5,2280000,924
5,2300000,925
5,2320000,936
5,2340000,941
5,2360000,936
5,2380000,922
5,2400000,928
5,2420000,935
5,2440000,923
5,2460000,935
5,2480000,910
5,2500000,925
5,2520000,934
5,2540000,936
5,2560000,902
5,2580000,940
5,2600000,915
5,2620000,932
5,2640000,934
5,2660000,927
5,2680000,930
5,2700000,914
5,2720000,934
5,2740000,927
5,2760000,943
5,2780000,924
5,2800000,942
5,2820000,927
5,2840000,940
5,2860000,926
5,2880000,933
5,2900000,919
5,2920000,911
5,2940000,942
5,2960000,932
5,2980000,938
5,3000000,936
5,3020000,947
5,3040000,914
5,3060000,922
5,3080000,919
5,3100000,929
5,3120000,940
5,3140000,925
5,3160000,932
5,3180000,942
5,3200000,932
5,3220000,942
5,3240000,932
5,3260000,928
5,3280000,926
5,3300000,937
5,3320000,937
5,3340000,917
5,3360000,932
5,3380000,942
5,3400000,950
5,3420000,920
5,3440000,933
5,3460000,930
5,3480000,937
5,3500000,938
5,3520000,928
5,3540000,907
5,3560000,924
5,3580000,938
5,3600000,936
5,3620000,932
5,3640000,916
5,3660000,935
5,3680000,926
5,3700000,918
5,3720000,940
5,3740000,934
5,3760000,925
5,3780000,923
5,3800000,930
5,3820000,931
5,3840000,926
5,3860000,938
5,3880000,934
5,3900000,933
5,3920000,920
5,3940000,936
5,3960000,942
5,3980000,944
5,4000000,935
5,4020000,940
5,4040000,927
5,4060000,930
5,4080000,941
5,4100000,939
5,4120000,930
5,4140000,937
5,4160000,936
5,4180000,942
5,4200000,914
5,4220000,942
5,4240000,941
5,4260000,941
5,4280000,930
5,4300000,939
5,4320000,932
5,4340000,950
5,4360000,939
5,4380000,942
5,4400000,945
5,4420000,946
5,4440000,937
5,4460000,934
5,4480000,931
5,4500000,940
5,4520000,932
5,4540000,936
5,4560000,930
5,4580000,932
5,4600000,931
5,4620000,928
5,4640000,928
5,4660000,931
5,4680000,942
5,4700000,923
5,4720000,937
5,4740000,934
5,4760000,935
5,4780000,935
5,4800000,945
5,4820000,933
5,4840000,941
5,4860000,947
5,4880000,943
5,4900000,930
5,4920000,943
5,4940000,937
5,4960000,940
5,4980000,931
5,5000000,930
