seed,step,return
2,320000,424
2,340000,522
2,360000,523
2,380000,573
2,400000,528
2,420000,718
2,440000,726
2,460000,529
2,480000,640
2,500000,603
2,520000,675
2,540000,743
2,560000,750
2,580000,645
2,600000,708
2,620000,910
2,640000,876
2,660000,837
2,680000,910
2,700000,910
2,720000,858
2,740000,882
2,760000,849
2,780000,908
2,800000,920
2,820000,910
2,840000,861
2,860000,902
2,880000,881
2,900000,895
2,920000,904
2,940000,922
2,960000,908
2,980000,927
2,1000000,886
2,1020000,916
2,1040000,904
2,1060000,913
2,1080000,767
2,1100000,897
2,1120000,918
2,1140000,934
2,1160000,923
2,1180000,930
2,1200000,914
2,1220000,928
2,1240000,907
2,1260000,922
2,1280000,930
2,1300000,900
2,1320000,897
2,1340000,931
2,1360000,908
2,1380000,930
2,1400000,890
2,1420000,903
2,1440000,806
2,1460000,901
2,1480000,906
2,1500000,884
2,1520000,878
2,1540000,658
2,1560000,754
2,1580000,904
2,1600000,854
2,1620000,706
2,1640000,916
2,1660000,908
2,1680000,836
2,1700000,890
2,1720000,830
2,1740000,916
2,1760000,910
2,1780000,903
2,1800000,890
2,1820000,904
2,1840000,893
2,1860000,905
2,1880000,904
2,1900000,902
2,1920000,900
2,1940000,887
2,1960000,907
2,1980000,918
2,2000000,903
2,2020000,891
2,2040000,933
2,2060000,891
2,2080000,913
2,2100000,876
2,2120000,880
2,2140000,926
2,2160000,917
2,2180000,923
2,2200000,936
2,2220000,903
2,2240000,888
2,2260000,889
2,2280000,916
2,2300000,851
2,2320000,907
2,2340000,899
2,2360000,898
2,2380000,927
2,2400000,929
2,2420000,907
2,2440000,889
2,2460000,867
2,2480000,925
2,2500000,855
2,2520000,896
2,2540000,910
2,2560000,915
2,2580000,927
2,2600000,929
2,2620000,923
2,2640000,930
2,2660000,933
2,2680000,919
2,2700000,898
2,2720000,920
2,2740000,939
2,2760000,907
2,2780000,903
2,2800000,938
2,2820000,922
2,2840000,891
2,2860000,931
2,2880000,912
2,2900000,920
2,2920000,906
2,2940000,926
2,2960000,941
2,2980000,903
2,3000000,926
3,0,4
3,20000,5
3,40000,4
3,60000,4
3,80000,4
3,100000,3
3,120000,6
3,140000,5
3,160000,5
3,180000,3
3,200000,4
3,220000,4
3,240000,5
3,260000,5
3,280000,6
3,300000,57
3,320000,226
3,340000,237
3,360000,295
3,380000,311
3,400000,343
3,420000,389
3,440000,398
3,460000,412
3,480000,382
3,500000,443
3,520000,470
3,540000,480
3,560000,547
3,580000,521
3,600000,466
3,620000,568
3,640000,781
3,660000,762
3,680000,815
3,700000,741
3,720000,749
3,740000,821
3,760000,750
3,780000,744
3,800000,873
3,820000,886
3,840000,918
3,860000,862
3,880000,916
3,900000,897
3,920000,908
3,940000,883
3,960000,894
3,980000,882
3,1000000,909
3,1020000,879
3,1040000,889
3,1060000,919
3,1080000,894
3,1100000,903
3,1120000,864
3,1140000,917
3,1160000,904
3,1180000,919
3,1200000,875
3,1220000,878
3,1240000,927
3,1260000,914
3,1280000,849
3,1300000,919
3,1320000,859
3,1340000,867
3,1360000,910
3,1380000,901
3,1400000,911
3,1420000,883
3,1440000,927
3,1460000,919
3,1480000,900
3,1500000,930
3,1520000,872
3,1540000,904
3,1560000,863
3,1580000,929
3,1600000,898
3,1620000,926
3,1640000,914
3,1660000,899
3,1680000,897
3,1700000,923
3,1720000,898
3,1740000,822
3,1760000,855
3,1780000,928
3,1800000,880
3,1820000,922
3,1840000,897
3,1860000,875
3,1880000,927
3,1900000,900
3,1920000,904
3,1940000,880
3,1960000,908
3,1980000,903
3,2000000,817
3,2020000,923
3,2040000,909
3,2060000,915
3,2080000,874
3,2100000,923
3,2120000,881
3,2140000,897
3,2160000,887
3,2180000,865
3,2200000,920
3,2220000,911
3,2240000,930
3,2260000,923
3,2280000,889
3,2300000,918
3,2320000,887
3,2340000,918
3,2360000,908
3,2380000,903
3,2400000,901
3,2420000,859
3,2440000,894
3,2460000,913
3,2480000,876
3,2500000,871
3,2520000,912
3,2540000,899
3,2560000,876
3,2580000,845
3,2600000,891
3,2620000,939
3,2640000,917
3,2660000,900
3,2680000,858
3,2700000,883
3,2720000,937
3,2740000,903
3,2760000,926
3,2780000,929
3,2800000,828
3,2820000,883
3,2840000,907
3,2860000,937
3,2880000,913
3,2900000,929
3,2920000,899
3,2940000,913
3,2960000,919
3,2980000,902
3,3000000,925
4,0,5
4,20000,7
4,40000,6
4,60000,5
4,80000,7
4,100000,5
4,120000,6
4,140000,5
4,160000,4
4,180000,6
4,200000,11
4,220000,196
4,240000,226
4,260000,173
4,280000,270
4,300000,260
4,320000,348
4,340000,352
4,360000,417
4,380000,420
4,400000,388
4,420000,515
4,440000,567
4,460000,692
4,480000,519
4,500000,605
4,520000,602
4,540000,600
4,560000,608
4,580000,664
4,600000,542
4,620000,745
4,640000,599
4,660000,639
4,680000,636
4,700000,635
4,720000,680
4,740000,651
4,760000,622
4,780000,843
4,800000,863
4,820000,845
4,840000,808
4,860000,883
4,880000,911
4,900000,889
4,920000,849
4,940000,883
4,960000,923
4,980000,917
4,1000000,891
4,1020000,867
4,1040000,843
4,1060000,802
4,1080000,934
4,1100000,741
4,1120000,857
4,1140000,814
4,1160000,891
4,1180000,911
4,1200000,898
4,1220000,935
4,1240000,898
4,1260000,928
4,1280000,931
4,1300000,906
4,1320000,927
4,1340000,888
4,1360000,916
4,1380000,939
4,1400000,927
4,1420000,897
4,1440000,905
4,1460000,828
4,1480000,925
4,1500000,906
4,1520000,849
4,1540000,932
4,1560000,934
4,1580000,933
4,1600000,896
4,1620000,909
4,1640000,937
4,1660000,937
4,1680000,918
4,1700000,929
4,1720000,910
4,1740000,928
4,1760000,885
4,1780000,928
4,1800000,943
4,1820000,924
4,1840000,929
4,1860000,938
4,1880000,904
4,1900000,910
4,1920000,905
4,1940000,913
4,1960000,917
4,1980000,898
4,2000000,905
4,2020000,927
4,2040000,911
4,2060000,912
4,2080000,932
4,2100000,922
4,2120000,942
4,2140000,924
4,2160000,921
4,2180000,858
4,2200000,930
4,2220000,926
4,2240000,907
4,2260000,912
4,2280000,918
4,2300000,904
4,2320000,929
4,2340000,901
4,2360000,788
4,2380000,924
4,2400000,929
4,2420000,926
4,2440000,922
4,2460000,910
4,2480000,923
4,2500000,951
4,2520000,942
4,2540000,908
4,2560000,911
4,2580000,934
4,2600000,914
4,2620000,918
4,2640000,898
4,2660000,929
4,2680000,918
4,2700000,914
4,2720000,932
4,2740000,890
4,2760000,938
4,2780000,937
4,2800000,922
4,2820000,936
4,2840000,774
4,2860000,937
4,2880000,891
4,2900000,900
4,2920000,888
4,2940000,889
4,2960000,907
4,2980000,906
4,3000000,931
5,0,5
5,20000,4
5,40000,5
5,60000,4
5,80000,5
5,100000,5
5,120000,7
5,140000,40
5,160000,120
5,180000,213
5,200000,235
5,220000,287
5,240000,351
5,260000,294
5,280000,365
5,300000,370
5,320000,400
5,340000,458
5,360000,510
5,380000,463
5,400000,489
5,420000,497
5,440000,523
5,460000,560
5,480000,526
5,500000,605
5,520000,627
5,540000,633
5,560000,567
5,580000,661
5,600000,636
5,620000,694
5,640000,694
5,660000,614
5,680000,709
5,700000,630
5,720000,698
5,740000,828
5,760000,681
5,780000,758
5,800000,733
5,820000,728
5,840000,757
5,860000,768
5,880000,816
5,900000,857
5,920000,891
5,940000,882
5,960000,900
5,980000,769
5,1000000,908
5,1020000,937
5,1040000,904
5,1060000,932
5,1080000,917
5,1100000,902
5,1120000,854
5,1140000,889
5,1160000,912
5,1180000,850
5,1200000,896
5,1220000,892
5,1240000,912
5,1260000,912
5,1280000,842
5,1300000,927
5,1320000,918
5,1340000,909
5,1360000,863
5,1380000,923
5,1400000,922
5,1420000,896
5,1440000,924
5,1460000,907
5,1480000,921
5,1500000,928
5,1520000,921
5,1540000,817
5,1560000,865
5,1580000,925
5,1600000,929
5,1620000,929
5,1640000,896
5,1660000,861
5,1680000,938
5,1700000,919
5,1720000,889
5,1740000,863
5,1760000,925
5,1780000,923
5,1800000,932
5,1820000,892
5,1840000,880
5,1860000,931
5,1880000,809
5,1900000,934
5,1920000,874
5,1940000,722
5,1960000,931
5,1980000,918
5,2000000,919
5,2020000,918
5,2040000,839
5,2060000,890
5,2080000,936
5,2100000,897
5,2120000,927
5,2140000,942
5,2160000,878
5,2180000,910
5,2200000,917
5,2220000,926
5,2240000,934
5,2260000,923
5,2280000,935
5,2300000,889
5,2320000,928
5,2340000,927
5,2360000,912
5,2380000,921
5,2400000,933
5,2420000,946
5,2440000,923
5,2460000,900
5,2480000,931
5,2500000,938
5,2520000,938
5,2540000,933
5,2560000,942
5,2580000,929
5,2600000,932
5,2620000,933
5,2640000,947
5,2660000,919
5,2680000,933
5,2700000,934
5,2720000,947
5,2740000,929
5,2760000,925
5,2780000,931
5,2800000,925
5,2820000,927
5,2840000,926
5,2860000,907
5,2880000,927
5,2900000,920
5,2920000,932
5,2940000,923
5,2960000,917
5,2980000,889
5,3000000,940
